2017/06/20 13:37:19.1986(c1CalibrationProcess)GENERIC_MESSAGE,Initial Control Vector,0	0	0	0	0	0	
2017/06/20 13:37:42.2159(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:-2.5	-1.5	   0	   1	
2017/06/20 13:37:43.0580(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:   -2.5	   -1.5	-0.0015	      1	
2017/06/20 13:37:52.1325(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:   -2.5	   -0.5	-0.0005	      1	
2017/06/20 13:38:01.1680(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:  -2.5	   0.5	0.0005	     1	
2017/06/20 13:38:10.1905(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:  -2.5	   1.5	0.0015	     1	
2017/06/20 13:38:19.1440(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:   -2.5	   -1.5	-0.0025	      1	
2017/06/20 13:38:27.9915(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:   -2.5	   -0.5	-0.0025	      1	
2017/06/20 13:38:36.7960(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:   -2.5	    0.5	-0.0025	      1	
2017/06/20 13:38:45.8126(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:   -2.5	    1.5	-0.0025	      1	
2017/06/20 13:38:54.8491(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:  -2.5	  -1.5	0.0015	     1	
2017/06/20 13:39:03.7716(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:  -2.5	  -0.5	0.0005	     1	
2017/06/20 13:39:12.8101(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:   -2.5	    0.5	-0.0005	      1	
2017/06/20 13:39:21.9666(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:   -2.5	    1.5	-0.0015	      1	
2017/06/20 13:39:30.9331(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:  -2.5	  -1.5	0.0025	     1	
2017/06/20 13:39:39.8356(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:  -2.5	  -0.5	0.0025	     1	
2017/06/20 13:39:48.7722(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:  -2.5	   0.5	0.0025	     1	
2017/06/20 13:39:57.7857(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:  -2.5	   1.5	0.0025	     1	
2017/06/20 13:40:07.0022(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:-2.5	-1.5	   0	   1	
2017/06/20 13:40:15.8217(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:-2.5	-0.5	   0	   1	
2017/06/20 13:40:24.7332(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:-2.5	 0.5	   0	   1	
2017/06/20 13:40:33.5167(c1CalibrationProcess)GENERIC_MESSAGE,Image Process Failed At:-2.5	 1.5	   0	   1	
2017/06/20 13:40:39.1520(c1CalibrationProcess)GENERIC_MESSAGE,Average,0.749792282703056
Deviation,0.00745247777173702
Count,100
Data Pairs,Real,Ideal,Error
-2.24673	-1.63877	,   -1.5	   -1.5	-0.0015	      1	,0.746728	0.138774	
-1.24871	-1.63839	,   -0.5	   -1.5	-0.0015	      1	,0.748711	0.138396	
-0.25069	-1.63856	,    0.5	   -1.5	-0.0015	      1	, 0.75069	0.138561	
0.749475	-1.63916	,    1.5	   -1.5	-0.0015	      1	,0.750525	0.139164	
 1.74871	-1.64064	,    2.5	   -1.5	-0.0015	      1	,0.751289	0.140644	
 -2.23947	-0.632704	,   -1.5	   -0.5	-0.0005	      1	,0.739475	0.132704	
 -1.24281	-0.632411	,   -0.5	   -0.5	-0.0005	      1	,0.742807	0.132412	
-0.244175	-0.632927	,    0.5	   -0.5	-0.0005	      1	,0.744175	0.132928	
 0.755343	-0.633495	,    1.5	   -0.5	-0.0005	      1	,0.744657	0.133496	
  1.75423	-0.633324	,    2.5	   -0.5	-0.0005	      1	,0.745767	0.133325	
-2.23431	0.374039	,  -1.5	   0.5	0.0005	     1	,0.734312	 0.12596	
-1.23656	  0.3739	,  -0.5	   0.5	0.0005	     1	,0.73656	 0.1261	
-0.237739	 0.373256	,   0.5	   0.5	0.0005	     1	,0.737739	0.126744	
0.761865	0.372356	,   1.5	   0.5	0.0005	     1	,0.738135	0.127643	
 1.76017	0.372013	,   2.5	   0.5	0.0005	     1	,0.739829	0.127987	
-2.22988	 1.38273	,  -1.5	   1.5	0.0015	     1	,0.729881	0.117265	
-1.23169	  1.3822	,  -0.5	   1.5	0.0015	     1	,0.731692	0.117797	
-0.232863	  1.38195	,   0.5	   1.5	0.0015	     1	,0.732863	0.118047	
0.766241	 1.38059	,   1.5	   1.5	0.0015	     1	,0.733759	 0.11941	
1.76512	 1.3786	,   2.5	   1.5	0.0015	     1	,0.734875	0.121404	
-2.24373	-1.63926	,   -1.5	   -1.5	-0.0015	      1	,0.743734	0.139257	
 -1.2457	-1.63877	,   -0.5	   -1.5	-0.0005	      1	,0.745705	0.138769	
-0.247548	 -1.63864	,   0.5	  -1.5	0.0005	     1	,0.747547	 0.13864	
0.752122	-1.63915	,   1.5	  -1.5	0.0015	     1	,0.747877	 0.13915	
 1.75129	-1.64068	,   2.5	  -1.5	0.0025	     1	,0.748711	0.140681	
  -2.2379	-0.632927	,   -1.5	   -0.5	-0.0015	      1	,0.737903	0.132927	
 -1.24084	-0.632457	,   -0.5	   -0.5	-0.0005	      1	,0.740841	0.132457	
-0.242453	-0.632986	,   0.5	  -0.5	0.0005	     1	,0.742453	0.132986	
 0.757127	-0.633576	,   1.5	  -0.5	0.0015	     1	,0.742872	0.133576	
  1.75618	-0.633866	,   2.5	  -0.5	0.0025	     1	,0.743818	0.133866	
-2.23276	0.374055	,   -1.5	    0.5	-0.0015	      1	,0.732759	0.125945	
-1.23472	0.373151	,   -0.5	    0.5	-0.0005	      1	,0.734715	0.126849	
-0.23642	0.373231	,   0.5	   0.5	0.0005	     1	, 0.73642	0.126769	
0.763336	0.372262	,   1.5	   0.5	0.0015	     1	,0.736663	0.127738	
 1.76162	0.372095	,   2.5	   0.5	0.0025	     1	,0.738381	0.127905	
-2.22839	 1.38294	,   -1.5	    1.5	-0.0015	      1	,0.728391	0.117063	
-1.23018	 1.38155	,   -0.5	    1.5	-0.0005	      1	,0.730175	0.118452	
-0.23163	 1.38196	,   0.5	   1.5	0.0005	     1	, 0.73163	0.118041	
0.767408	 1.38051	,   1.5	   1.5	0.0015	     1	,0.732591	0.119487	
1.76599	 1.3791	,   2.5	   1.5	0.0025	     1	,0.734009	0.120901	
-2.24282	-1.63929	,  -1.5	  -1.5	0.0015	     1	,0.742824	 0.13929	
-1.24491	-1.63854	,  -0.5	  -1.5	0.0015	     1	,0.744913	0.138544	
-0.246774	 -1.63867	,   0.5	  -1.5	0.0015	     1	,0.746774	0.138667	
0.753051	-1.63926	,   1.5	  -1.5	0.0015	     1	,0.746949	0.139256	
 1.75216	-1.64061	,   2.5	  -1.5	0.0015	     1	,0.747844	0.140615	
 -2.23703	-0.633155	,  -1.5	  -0.5	0.0005	     1	,0.737025	0.133155	
 -1.2401	-0.63243	,  -0.5	  -0.5	0.0005	     1	,0.740098	 0.13243	
-0.241652	-0.632809	,   0.5	  -0.5	0.0005	     1	,0.741652	 0.13281	
 0.757825	-0.633352	,   1.5	  -0.5	0.0005	     1	,0.742175	0.133353	
  1.75704	-0.633895	,   2.5	  -0.5	0.0005	     1	,0.742958	0.133895	
-2.23196	0.373824	,   -1.5	    0.5	-0.0005	      1	,0.731956	0.126176	
-1.23489	0.374439	,   -0.5	    0.5	-0.0005	      1	,0.734886	0.125561	
-0.235792	 0.373329	,    0.5	    0.5	-0.0005	      1	,0.735792	 0.12667	
0.763844	0.372528	,    1.5	    0.5	-0.0005	      1	,0.736156	0.127471	
 1.76226	0.371926	,    2.5	    0.5	-0.0005	      1	,0.737739	0.128074	
-2.22734	 1.38215	,   -1.5	    1.5	-0.0015	      1	, 0.72734	0.117846	
-1.2305	1.38292	,   -0.5	    1.5	-0.0015	      1	,0.730501	0.117078	
-0.231338	  1.38215	,    0.5	    1.5	-0.0015	      1	,0.731338	0.117847	
0.768346	 1.38049	,    1.5	    1.5	-0.0015	      1	,0.731654	0.119505	
1.76703	1.37821	,    2.5	    1.5	-0.0015	      1	,0.732965	0.121786	
-2.24243	-1.63918	,  -1.5	  -1.5	0.0015	     1	,0.742429	0.139177	
-1.24441	-1.63857	,  -0.5	  -1.5	0.0005	     1	,0.744414	0.138571	
-0.246077	 -1.63856	,    0.5	   -1.5	-0.0005	      1	,0.746077	0.138561	
0.753766	-1.63899	,    1.5	   -1.5	-0.0015	      1	,0.746234	0.138995	
 1.75276	-1.64063	,    2.5	   -1.5	-0.0025	      1	,0.747241	0.140629	
 -2.23635	-0.632727	,  -1.5	  -0.5	0.0015	     1	,0.736348	0.132727	
 -1.23941	-0.632374	,  -0.5	  -0.5	0.0005	     1	,0.739411	0.132374	
-0.240957	-0.632701	,    0.5	   -0.5	-0.0005	      1	,0.740957	0.132701	
 0.758687	-0.633373	,    1.5	   -0.5	-0.0015	      1	,0.741313	0.133373	
